,place_id,name,address,featured_image,reviews,main_category,categories,rating,reviews_per_rating,coordinates,most_popular_times
2222,ChIJtX-FahyOQS4RKkCCL_plHjc,ES KRIM CUP RP 1.000,"X2XX+W6C, Kebondalem, Kec. Gerogol, Kota Cilegon, Banten 42433",https://lh5.googleusercontent.com/p/AF1QipNnG1bRIjSPTxxcYOytsYRNPibR3lgOYSJx1KtK=w408-h306-k-no,1,Kafe,"[""Kafe""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.000195, ""longitude"": 106.0480018}",Not Present
2223,ChIJr-EQcg8FQi4ReZQHqQV0ROY,ES TEH CAP POCI,"Jl. Raya Cangkudu - Cisoka, RT.06/RW.05, Cibugel, Kec. Cisoka, Kabupaten Tangerang, Banten 13730",https://lh5.googleusercontent.com/p/AF1QipNYcuKYAbQ1xdxtBBatBRQfCTuUAoH5K91C5_3B=w408-h306-k-no,1,Kedai Teh,"[""Kedai Teh""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.2552793, ""longitude"": 106.4238876}","[{""hour_of_day"": 16, ""average_popularity"": 39.285714285714285, ""time_label"": ""16.00""}, {""hour_of_day"": 17, ""average_popularity"": 34.57142857142857, ""time_label"": ""17.00""}, {""hour_of_day"": 18, ""average_popularity"": 31.428571428571427, ""time_label"": ""18.00""}]"
2224,ChIJc6z3AnmNQS4RtvY7yznwuRI,ES TEH SOLO CILEGON,"Jl.nuri 05 Blok E18 Ruko Perumnas, Cibeber, Kec. Cibeber, Kota Cilegon, Banten 42423",https://lh5.googleusercontent.com/p/AF1QipN_GSKZKr3asJjIs1ly0J4YZoD2dj1Sr22NyIzg=w408-h725-k-no,1,Kedai Teh Tradisional,"[""Kedai Teh Tradisional""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.0339, ""longitude"": 106.0655826}","[{""hour_of_day"": 20, ""average_popularity"": 65.14285714285714, ""time_label"": ""20.00""}, {""hour_of_day"": 19, ""average_popularity"": 52.142857142857146, ""time_label"": ""19.00""}, {""hour_of_day"": 18, ""average_popularity"": 36.714285714285715, ""time_label"": ""18.00""}]"
2225,ChIJlYZFx-aRQS4RBcAMZKvdiIU,Ebotz Hotspot,"Jl. Raya Pelabuhan No.21, Merak, Tamansari, Kec. Pulomerak, Kota Cilegon, Banten 42438",,1,Kafe,"[""Kafe""]",3.0,"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 0, ""5"": 0}","{""latitude"": -5.9328382, ""longitude"": 106.0021932}",Not Present
2226,ChIJ0WlE00slQi4Ra6jpgBZo-94,Es BoBa Rp Family,"Kp. Pasilihan Sabrang, RT./RW/RW.004, 005, Panjangjaya, Kec. Mandalawangi, Kabupaten Pandeglang, Banten 42261",https://lh5.googleusercontent.com/p/AF1QipMy7X4zdNUB87jQoLQ5YuSKXrGvVghGo_58bhRt=w533-h240-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.2758125, ""longitude"": 105.9804375}",Not Present
2227,ChIJUzRwBh_1QS4RMJQzvMnicjw,Es Buah prasmanan,"V68J+CF3, Jl. Raya Ciruas - Walantaka, Kiara, Kec. Walantaka, Kota Serang, Banten 42183",https://lh5.googleusercontent.com/p/AF1QipMQLM5n5EhtPRtn77YqTB4-VFatl_-C2nh_ZxH5=w533-h240-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.1339767, ""longitude"": 106.2311605}",Not Present
2228,ChIJ4XGvdASJQS4RUfraUUaaHpg,Es Bubble Dan Tahu Crispy Te Nureliyah,"W28Q+GJ9, Kp. Jambu Llir, RT.02/RW.01, Sampir, Kec. Waringinkurung, Kabupaten Serang, Banten 42453",https://lh5.googleusercontent.com/p/AF1QipOOk_b6Ka_UUxabUUnP3y2J41pbtV6SkaHMdN-F=w408-h511-k-no,1,Kafe,"[""Kafe""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.0837129999999995, ""longitude"": 106.0391216}","[{""hour_of_day"": 7, ""average_popularity"": 46.57142857142857, ""time_label"": ""07.00""}, {""hour_of_day"": 8, ""average_popularity"": 46.42857142857143, ""time_label"": ""08.00""}, {""hour_of_day"": 6, ""average_popularity"": 44.714285714285715, ""time_label"": ""06.00""}]"
2229,ChIJtYbiByGRQS4RBcZ_HEl02jw,Es Jeruk Peras Juragan,"2287+R3X, Jl. Mayjend. Soetoyo, Rw. Arum, Kec. Gerogol, Kota Cilegon, Banten 42436",https://lh5.googleusercontent.com/p/AF1QipN1MmLcHfBG-b8K5fo6X1rMzzehoM3m9Wx0GrVg=w408-h725-k-no,1,Restoran,"[""Restoran""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -5.9828996, ""longitude"": 106.0127289}",Not Present
2230,ChIJ14K8lHFHQi4Rfg2XcSxfLhk,Es Kelapa Muda Alpukat Kang Boray,"GX2Q+H6H, Kaduhauk, Kec. Banjarsari, Kabupaten Lebak, Banten 42355",https://lh5.googleusercontent.com/p/AF1QipPvB2vBBPmHcBCOzfY-5w4fj9YsNKBCAkrgbaPg=w408-h725-k-no,1,Kafe,"[""Kafe""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.4985669999999995, ""longitude"": 105.98810759999999}",Not Present
2231,ChIJwbA7FDr5QS4RnRtJu62WEMk,Es Kelapa Muda Banyak Rasa,"Jl. Raya Kronjo Kandang Gede No.Km. 4, Bakung, Kec. Kronjo, Kabupaten Tangerang, Banten 15550",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J6kPfQOlZEjOqFcMfqchtA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.10127&pitch=0&thumbfov=100,1,Kafe,"[""Kafe""]",2.0,"{""1"": 0, ""2"": 1, ""3"": 0, ""4"": 0, ""5"": 0}","{""latitude"": -6.0929534, ""longitude"": 106.4279493}",Not Present
